;C1;C11;C12;C13;C14;C15;C16;C17;C18;C19;C2;C3;C4;C5;C6;C7;C8;C9
port tcp bn:02405887n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
standard bn:00111129a;1; 1; 0; 1; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 0; 1; 1; 1; 
log bn:00051830n;1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
tcp/ip bn:00768762n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
alerte rouge bn:00066644n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
relecture bn:00064730n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
libérer bn:00090300v;1; 1; 0; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 0; 
nom de domaine bn:00028143n;1; 1; 0; 1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
interopérabilité bn:00047181n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
interfaçage bn:04713937n;1; 1; 0; 1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
voûte bn:00079643n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
commerce bn:00077860n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
commerce électronique bn:00029344n;1; 1; 0; 1; 1; 0; 1; 1; 0; 1; 1; 0; 1; 0; 1; 1; 1; 1; 
électronique bn:00030270n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
adabas d bn:03753860n;1; 1; 0; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
sybase bn:01257629n;1; 1; 0; 1; 1; 0; 0; 0; 0; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
berkeley db bn:03239968n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
null bn:15898583n;1; 1; 0; 1; 1; 1; 0; 1; 0; 0; 1; 1; 1; 0; 0; 1; 1; 0; 
gates bn:00010401n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
consultation bn:00022092n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
organisation bn:00059480n;1; 1; 0; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 1; 1; 
stockage de données bn:00021483n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
linus torvalds bn:01002238n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
sr bn:03261447n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
info bn:03662501n;1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
echo bn:03626250n;1; 1; 0; 1; 1; 0; 1; 0; 1; 0; 1; 0; 1; 1; 0; 1; 1; 1; 
printf bn:03243783n;1; 1; 0; 1; 1; 0; 1; 0; 1; 0; 0; 1; 1; 0; 1; 1; 1; 0; 
join bn:03425746n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
condensateur bn:00015415n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
analyser bn:15790106n;1; 1; 0; 1; 1; 0; 0; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
strcmp bn:13958358n;1; 1; 0; 1; 1; 1; 1; 1; 1; 0; 0; 0; 1; 1; 1; 1; 1; 1; 
regex bn:01922794n;1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
posix bn:01643654n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
successives bn:00100306a;1; 1; 0; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
rx bn:04024425n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
dynamique bn:00101917a;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
fonction mathématiques bn:00036821n;1; 1; 0; 1; 1; 0; 1; 1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 
issue bn:00085360v;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
lire bn:00066357n;1; 1; 0; 1; 1; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 1; 1; 0; 
fread bn:13825823n;1; 1; 0; 1; 1; 0; 1; 1; 1; 0; 0; 0; 0; 1; 1; 1; 1; 1; 
positionnement bn:00030615n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
message bn:00521573n;1; 1; 0; 1; 1; 0; 0; 1; 0; 0; 1; 0; 1; 0; 1; 1; 0; 1; 
copy bn:14086525n;1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 
rename bn:00342646n;1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 
argument bn:00005603n;1; 1; 0; 1; 1; 1; 0; 1; 0; 0; 1; 0; 1; 1; 1; 1; 1; 1; 
utiliser bn:00082705v;1; 1; 0; 1; 1; 0; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
tableau associatif bn:03848413n;1; 1; 0; 1; 1; 0; 0; 1; 0; 0; 1; 1; 1; 0; 1; 0; 1; 1; 
base64 bn:01435984n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
statistiques bn:00074061n;1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
librairie gd bn:03462925n;1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
forme géométrique bn:00062770n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
rectangle bn:00066608n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
polygone bn:00063423n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
largeur bn:00012893n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
type de fonction bn:03403506n;1; 1; 0; 1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
long bn:00116154r;1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
nombre pi bn:00062194n;1; 1; 0; 1; 0; 0; 1; 0; 1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 
min bn:00055094n;1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 0; 1; 1; 1; 0; 1; 1; 1; 
sqrt bn:16869243n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
exponentielles bn:00032356n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
acos bn:15498538n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
trigonométrie bn:00078277n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
changement de bases bn:00314885n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
expat bn:03734680n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
traiter bn:00092034v;1; 1; 0; 1; 1; 1; 0; 0; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
traitement bn:00064545n;1; 1; 0; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
remplacer bn:00092816v;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
calculer bn:00084373v;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 0; 1; 1; 1; 
répéter bn:00089731v;1; 1; 0; 1; 1; 1; 0; 1; 1; 0; 1; 0; 1; 0; 1; 1; 1; 0; 
richesse bn:00080746n;1; 1; 0; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
fichier par bn:03318531n;1; 1; 0; 1; 1; 1; 1; 1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 
aspect bn:03635987n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
charte graphique bn:15437249n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
développement bn:01834425n;1; 1; 0; 1; 1; 0; 0; 1; 1; 0; 1; 1; 1; 0; 1; 1; 1; 1; 
capables bn:00099215a;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 
langage de description bn:05019440n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
description bn:04723965n;1; 1; 0; 1; 0; 0; 0; 1; 1; 1; 1; 1; 1; 0; 0; 1; 1; 1; 
protocole de transfert de fichier bn:00034430n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
transfert de fichier bn:03563534n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
daemon bn:03222189n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
access bn:02744817n;1; 1; 0; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
portable network graphics bn:01772322n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
network bn:02131525n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
format libre bn:01985717n;1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
ascii bn:00003473n;1; 1; 1; 0; 1; 0; 1; 0; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 
exe bn:14503132n;1; 1; 1; 0; 1; 0; 1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
type de programme bn:00144629n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
tache bn:00028345n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
ssh bn:02244459n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
firefox bn:01387235n;1; 1; 1; 0; 1; 1; 1; 1; 0; 0; 1; 1; 1; 0; 1; 1; 1; 1; 
matlab bn:01312834n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
mac bn:00052516n;1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 1; 0; 1; 0; 1; 1; 1; 1; 
mac os bn:01415427n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 0; 1; 0; 1; 1; 1; 1; 
windows bn:00081305n;1; 1; 1; 0; 1; 0; 0; 0; 1; 0; 1; 0; 1; 0; 0; 1; 1; 1; 
commun bn:00021051n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
internet explorer bn:17346309n;1; 1; 1; 0; 1; 1; 1; 0; 1; 0; 1; 1; 1; 0; 1; 1; 1; 1; 
outlook express bn:01003371n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
thunderbird bn:01597870n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
msn bn:01095820n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
gaim bn:01141048n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
skype bn:03166959n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
css bn:00056944n;1; 1; 1; 0; 0; 0; 0; 1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 
cd bn:00016915n;1; 1; 1; 0; 1; 0; 1; 0; 1; 1; 1; 1; 1; 0; 0; 1; 1; 1; 
flash bn:01369336n;1; 1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
science bn:00069670n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
univers bn:00022991n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
accueil bn:00044514n;1; 1; 1; 0; 1; 0; 1; 1; 0; 0; 1; 1; 1; 1; 0; 1; 1; 1; 
photo bn:00062084n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
animation bn:00004263n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
img bn:02450504n;1; 1; 1; 0; 1; 0; 1; 1; 1; 0; 1; 0; 1; 1; 0; 1; 1; 1; 
touch bn:03178622n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 0; 1; 1; 1; 
gimp bn:00433129n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
creation bn:03599511n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
droit bn:00048655n;1; 1; 1; 0; 0; 0; 1; 1; 0; 0; 1; 0; 0; 0; 0; 1; 1; 1; 
calque bn:00095056v;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
flou bn:03173349n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
flou gaussien bn:01085310n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
rendu bn:00047114n;1; 1; 1; 0; 1; 0; 1; 1; 1; 0; 1; 1; 1; 0; 0; 1; 1; 1; 
nuages bn:00020002n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
plasma bn:15408550n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
diffraction bn:00027046n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
masque bn:03236329n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
colorer bn:00100030a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
résultat final bn:00034520n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
gestion de contenu bn:00883027n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
habillage bn:04699521n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
terminal bn:00100203a;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
rue bn:00074595n;1; 1; 1; 0; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
marseille bn:00053540n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
site de news bn:03722635n;1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
thomas bn:00005240n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
wikipédia bn:03288118n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
back-end bn:03173264n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
application bn:00005095n;1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
informatique bn:00021494n;1; 1; 1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 0; 0; 1; 1; 1; 
étage bn:00034203n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
flux vidéo bn:02230830n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
js bn:15539067n;1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
relais bn:00030187n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
proxy bn:03664545n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
tunnel bn:00448122n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
langage de balisage bn:00053492n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
web design bn:02763125n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 
ajax bn:00850961n;1; 1; 1; 1; 0; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
standardiser bn:00073927n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
date bn:17273686n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
paradigme bn:01164163n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
extension de fichier bn:00032416n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
sgml bn:00070813n;1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
wikicode bn:02697746n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
bbcode bn:03547972n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
xhtml bn:01163644n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 1; 
doctype bn:15839327n;1; 1; 1; 1; 0; 1; 0; 1; 1; 0; 1; 1; 0; 0; 1; 1; 0; 0; 
respect bn:00031654n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
validateur bn:02748538n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
html5 bn:03675085n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
web sémantique bn:02276858n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
sémantique bn:00070404n;1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
informatique bn:00100175a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 0; 0; 1; 1; 1; 
portabilité bn:03720519n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
mobile bn:00106819a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
pile bn:02100952n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 0; 1; 0; 1; 1; 1; 1; 
structure arborescente bn:03156222n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
paragraphe bn:00060556n;1; 1; 1; 1; 0; 0; 1; 1; 1; 0; 1; 1; 0; 1; 1; 1; 1; 1; 
abréviation bn:00000239n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 
acronyme bn:00001058n;1; 1; 1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
courriel bn:00087450v;1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
cohérente bn:00099970a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 0; 1; 1; 0; 1; 1; 1; 
tr bn:03561884n;1; 1; 1; 1; 0; 0; 1; 1; 1; 0; 1; 1; 1; 0; 1; 1; 1; 1; 
spécification bn:00073217n;1; 1; 1; 1; 0; 1; 0; 0; 1; 1; 1; 1; 1; 0; 1; 1; 1; 0; 
svg bn:02136503n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
iso-8859-1 bn:00717125n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
spéciaux bn:00108295a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
robots bn:00007371n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
nouvelles bn:00107274a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
canvas bn:02415221n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
links bn:01052609n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
formulaire bn:14352118n;1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 1; 1; 
letter-spacing bn:00951097n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
généralité bn:00037670n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
actuelle bn:00108977a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
interface bn:00047088n;1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
seul bn:00110667a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 
finir bn:00088223v;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
faute de frappe bn:00031482n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
trim bn:00074703n;1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 0; 0; 1; 0; 0; 1; 1; 0; 
unset bn:00176172n;1; 1; 1; 1; 0; 0; 0; 1; 1; 0; 1; 0; 0; 1; 1; 1; 1; 0; 
diff bn:16709776n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
papa bn:00024989n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
nb bn:00056690n;1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
mère bn:00034027n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 
barre d’adresse bn:15081463n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
file bn:00065682n;1; 1; 1; 1; 0; 0; 0; 0; 1; 0; 1; 0; 1; 1; 0; 0; 1; 1; 
ajouter bn:00082317v;1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
blogs bn:00011339n;1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 
sélective bn:00110293a;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
décompter bn:00086432v;1; 1; 1; 1; 0; 1; 1; 0; 1; 1; 0; 0; 1; 1; 0; 1; 1; 1; 
mysqli bn:01438356n;1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 0; 0; 
daniel bn:03602152n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
historique bn:00104223a;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
manuel bn:00099315a;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 
arrêt bn:00025510n;1; 1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
transtypage bn:17104905n;1; 1; 1; 1; 1; 0; 1; 1; 1; 0; 1; 0; 0; 1; 0; 1; 1; 1; 
arobase bn:00006580n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
comparaison bn:00021304n;1; 1; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 1; 1; 1; 1; 0; 0; 
fonction utilisateurs bn:00952651n;1; 1; 1; 1; 1; 0; 1; 0; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
validation bn:03925844n;1; 1; 1; 1; 1; 0; 0; 1; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 
base de données web bn:00021470n;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
rechercher bn:00087881v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
insérer bn:00087681v;1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
